scenario,uncertainty,trial,seed,method,window,hard_lower,hard_upper,smooth_score,planning_time
lane_merge,0.5,0,102026,pdstl,0,0.9998798370361328,1.0,0.8562296032905579,8.503994259997853
lane_merge,0.5,0,102026,pdstl,1,0.9970276355743408,1.0,0.8362653851509094,7.860861009998189
lane_merge,0.5,0,102026,pdstl,2,0.9991717338562012,1.0,0.8376312255859375,7.316563827000209
lane_merge,0.5,0,102026,pdstl,3,0.9986746311187744,1.0,0.7956668138504028,7.41607354900043
lane_merge,0.5,0,102026,pdstl,4,0.9968934059143066,1.0,0.8294386863708496,8.330703881001682
lane_merge,0.5,0,102026,pdstl,5,0.999262809753418,1.0,0.8585141897201538,8.295948351995321
lane_merge,0.5,0,102026,pdstl,6,0.9998359680175781,1.0,0.859899640083313,8.357843689998845
lane_merge,0.5,0,102026,pdstl,7,0.9987342357635498,1.0,0.8583652377128601,8.37085391200526
lane_merge,0.5,0,102026,pdstl,8,0.9986412525177002,1.0,0.8559930920600891,8.339457520996802
lane_merge,0.5,0,102026,pdstl,9,0.9985880851745605,1.0,0.8534988164901733,8.043471128999954
lane_merge,0.5,0,102026,pdstl,10,0.998518705368042,1.0,0.8507879376411438,8.035174566000933
lane_merge,0.5,0,102026,pdstl,11,0.9984965324401855,1.0,0.8479636907577515,8.01285822099453
lane_merge,0.5,0,102026,pdstl,12,0.9985251426696777,1.0,0.8450538516044617,7.791836221003905
lane_merge,0.5,0,102026,pdstl,13,0.9985501766204834,1.0,0.8417390584945679,7.813129277994449
lane_merge,0.5,0,102026,pdstl,14,0.998824954032898,1.0,0.8396746516227722,7.2811157909964095
lane_merge,0.5,0,102026,pdstl,15,0.9986733198165894,1.0,0.8424190282821655,6.2488755009981105
lane_merge,0.5,0,102026,pdstl,16,0.9684067964553833,0.9697124361991882,0.8806074261665344,1.3424686159996781
lane_merge,0.5,0,102026,pdstl,17,0.998671293258667,0.9987125992774963,0.8943767547607422,1.286927815002855
lane_merge,0.5,0,102026,pdstl,18,0.998807430267334,0.9988123774528503,0.8954778909683228,1.286040643004526
lane_merge,0.5,0,102026,pdstl,19,0.9989080429077148,0.9989125728607178,0.8953655958175659,1.280833630997222
lane_merge,0.5,0,102026,pdstl,20,0.9987548589706421,0.9987602829933167,0.8949154019355774,1.2831311159970937
lane_merge,1.0,0,102026,deterministic_stl,0,0.9921009540557861,1.0,1.0805490016937256,0.551766440999927
lane_merge,1.0,0,102026,deterministic_stl,1,0.9942402839660645,1.0,1.1003376245498657,0.5433540209996863
lane_merge,1.0,0,102026,deterministic_stl,2,0.9933664798736572,1.0,1.1260392665863037,0.5374499380050111
lane_merge,1.0,0,102026,deterministic_stl,3,0.9933581352233887,1.0,1.1283994913101196,0.5398054690012941
lane_merge,1.0,0,102026,deterministic_stl,4,0.9942963123321533,1.0,1.1242387294769287,0.5424714129985659
lane_merge,1.0,0,102026,deterministic_stl,5,0.9934165477752686,1.0,1.1240191459655762,0.5399960039940197
lane_merge,1.0,0,102026,deterministic_stl,6,0.9939359426498413,1.0,1.1295348405838013,0.5427625579977757
lane_merge,1.0,0,102026,deterministic_stl,7,0.9942857027053833,1.0,1.122074842453003,0.5485625880028238
lane_merge,1.0,0,102026,deterministic_stl,8,0.9939286708831787,1.0,1.1264735460281372,0.48471695499756606
lane_merge,1.0,0,102026,deterministic_stl,9,0.9938750267028809,1.0,1.1246529817581177,0.44788811200123746
lane_merge,1.0,0,102026,deterministic_stl,10,0.9936392307281494,1.0,1.1211594343185425,0.5157534519967157
lane_merge,1.0,0,102026,deterministic_stl,11,0.9935343265533447,1.0,1.1167999505996704,0.5579286419961136
lane_merge,1.0,0,102026,deterministic_stl,12,0.993446946144104,1.0,1.1126527786254883,0.49018364799849223
lane_merge,1.0,0,102026,deterministic_stl,13,0.9942516088485718,0.9964662194252014,1.0602924823760986,0.4169074739984353
lane_merge,1.0,0,102026,deterministic_stl,14,0.9942604303359985,0.9965962171554565,1.117689847946167,0.4080154940020293
lane_merge,1.0,0,102026,deterministic_stl,15,0.9939851760864258,0.9959918260574341,1.1069397926330566,0.3475956909969682
lane_merge,1.0,0,102026,deterministic_stl,16,0.9937376976013184,0.9956167340278625,1.1020758152008057,0.3667822099960176
lane_merge,1.0,0,102026,deterministic_stl,17,0.9920318126678467,0.9935473203659058,1.1042722463607788,0.3859521970007336
lane_merge,1.0,0,102026,pdstl,0,0.9856065511703491,1.0,0.8108706474304199,8.466046733003168
lane_merge,1.0,0,102026,pdstl,1,0.9778463840484619,1.0,0.7997208833694458,8.37008583900024
lane_merge,1.0,0,102026,pdstl,2,0.9835511445999146,1.0,0.8082541227340698,7.8880814209987875
lane_merge,1.0,0,102026,pdstl,3,0.9880560636520386,1.0,0.805158257484436,8.479691956999886
lane_merge,1.0,0,102026,pdstl,4,0.9864437580108643,1.0,0.7948278188705444,8.240552203002153
lane_merge,1.0,0,102026,pdstl,5,0.9874358177185059,1.0,0.8023115396499634,8.307288355004857
